"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"24","GTLM","John Edwards","51","52.465","48:30.541","Green","Track","0.456","0.813","9.871","10.634","13.716","5.297","8.987","2.691","151.889"
"25","GTLM","Connor De Phillippi","51","52.592","48:35.261","Green","Track","0.468","0.870","9.992","10.610","13.654","5.295","9.024","2.679","147.994"
"911","GTLM","Patrick Pilet","51","52.577","48:35.707","Green","Track","0.459","0.822","9.917","10.621","13.512","5.470","9.074","2.702","150.896"
"58","GTD","Patrick Long","50","54.381","48:43.582","Green","Track","0.472","0.843","10.257","11.073","13.870","5.636","9.439","2.791","146.740"
"15","GTD","Jack Hawksworth","49","52.832","48:45.113","Green","Track","0.467","0.836","9.808","10.522","13.980","5.370","9.108","2.741","148.311"
"48","GTD","Madison Snow","49","53.259","48:58.736","Green","Track","0.482","0.862","10.027","10.590","13.760","5.441","9.295","2.802","143.696"
"63","GTD","Gunnar Jeannette","49","52.607","49:05.718","Green","Track","0.472","0.844","9.818","10.583","13.495","5.430","9.202","2.763","146.740"
"3","GTLM","Antonio Garcia","52","52.300","49:06.054","Green","Track","0.454","0.812","9.913","10.397","13.546","5.328","9.139","2.711","152.558"
"912","GTLM","Laurens Vanthoor","52","52.520","49:09.541","Green","Track","0.457","0.815","10.229","10.591","13.344","5.343","9.038","2.703","151.557"
"44","GTD","Andy Lally","49","54.219","49:11.110","Green","Track","0.472","0.847","10.514","10.788","13.790","5.526","9.461","2.821","146.740"
"4","GTLM","Tommy Milner","52","52.449","49:11.250","Green","Track","0.459","0.819","9.926","10.629","13.562","5.331","9.027","2.696","150.896"
"66","GTLM","Dirk Mueller","52","52.656","49:11.772","Green","Track","0.453","0.813","9.987","10.610","13.665","5.338","9.069","2.721","152.895"
"33","GTD","Jeroen Bleekemolen","49","1:02.949","49:16.241","Green","Track","0.000","0.000","12.969","11.353","14.250","5.591","9.576","2.818","0.000"
"86","GTD","Alvaro Parente","49","52.985","49:17.855","Green","Track","0.478","0.853","9.892","10.635","13.729","5.388","9.226","2.784","144.898"
"14","GTD","Kyle Marcelli","49","52.977","49:18.815","Green","Track","0.471","0.839","9.845","10.607","13.750","5.374","9.317","2.774","147.052"
"24","GTLM","John Edwards","52","52.534","49:23.075","Green","Track","0.455","0.813","9.922","10.604","13.671","5.357","9.017","2.695","152.223"
"25","GTLM","Connor De Phillippi","52","52.422","49:27.683","Green","Track","0.469","0.871","9.985","10.503","13.581","5.323","9.000","2.690","147.679"
"911","GTLM","Patrick Pilet","52","52.485","49:28.192","Green","Track","0.451","0.823","9.927","10.492","13.547","5.375","9.135","2.735","153.573"
"67","GTLM","Richard Westbrook","52","1:04.097","49:30.253","Green","Pit","0.457","0.816","10.104","10.588","13.783","5.428","11.358","11.563","151.557"
"58","GTD","Patrick Long","51","54.418","49:38.000","Green","Track","0.473","0.843","10.274","11.065","13.888","5.616","9.464","2.795","146.430"
"15","GTD","Jack Hawksworth","50","53.046","49:38.159","Green","Track","0.466","0.834","9.782","10.586","13.968","5.396","9.252","2.762","148.630"
"48","GTD","Madison Snow","50","52.941","49:51.677","Green","Track","0.478","0.851","9.783","10.591","13.769","5.406","9.264","2.799","144.898"
"63","GTD","Gunnar Jeannette","50","52.617","49:58.335","Green","Track","0.471","0.840","9.829","10.605","13.628","5.342","9.145","2.757","147.052"
"3","GTLM","Antonio Garcia","53","52.418","49:58.472","Green","Track","0.458","0.817","9.965","10.505","13.476","5.460","9.066","2.671","151.226"
"912","GTLM","Laurens Vanthoor","53","52.294","50:01.835","Green","Track","0.460","0.828","9.961","10.515","13.466","5.355","9.011","2.698","150.568"
"4","GTLM","Tommy Milner","53","52.524","50:03.774","Green","Track","0.456","0.816","10.110","10.639","13.484","5.287","9.030","2.702","151.889"
"44","GTD","Andy Lally","50","54.120","50:05.230","Green","Track","0.476","0.851","10.415","11.012","13.858","5.461","9.271","2.776","145.507"
"66","GTLM","Dirk Mueller","53","53.609","50:05.381","Green","Track","0.460","0.819","10.065","10.986","13.826","5.561","9.183","2.709","150.568"
"33","GTD","Jeroen Bleekemolen","50","53.748","50:09.989","Green","Track","0.478","0.853","10.082","10.824","13.798","5.471","9.434","2.808","144.898"
"86","GTD","Alvaro Parente","50","52.784","50:10.639","Green","Track","0.472","0.844","9.791","10.562","13.833","5.362","9.156","2.764","146.740"
"14","GTD","Kyle Marcelli","50","53.061","50:11.876","Green","Track","0.470","0.839","9.827","10.630","13.810","5.446","9.283","2.756","147.365"
"24","GTLM","John Edwards","53","52.254","50:15.329","Green","Track","0.457","0.814","9.818","10.566","13.636","5.283","8.985","2.695","151.557"
"25","GTLM","Connor De Phillippi","53","53.088","50:20.771","Green","Track","0.481","0.896","9.963","10.674","13.947","5.340","9.096","2.691","143.995"
"911","GTLM","Patrick Pilet","53","53.215","50:21.407","Green","Track","0.464","0.830","10.019","10.565","13.691","5.614","9.305","2.727","149.270"
"15","GTD","Jack Hawksworth","51","53.327","50:31.486","Green","Track","0.469","0.837","9.887","10.692","14.086","5.371","9.215","2.770","147.679"
"48","GTD","Madison Snow","51","53.028","50:44.705","Green","Track","0.477","0.853","9.763","10.597","13.711","5.526","9.299","2.802","145.202"
"3","GTLM","Antonio Garcia","54","51.905","50:50.377","Green","Track","0.454","0.810","9.985","10.395","13.398","5.261","8.915","2.687","152.558"
"63","GTD","Gunnar Jeannette","51","53.425","50:51.760","Green","Track","0.469","0.841","10.421","10.671","13.546","5.446","9.263","2.768","147.679"
"912","GTLM","Laurens Vanthoor","54","52.481","50:54.316","Green","Track","0.459","0.821","10.074","10.530","13.479","5.340","9.068","2.710","150.896"
"4","GTLM","Tommy Milner","54","52.367","50:56.141","Green","Track","0.459","0.820","9.961","10.652","13.453","5.286","9.033","2.703","150.896"
"66","GTLM","Dirk Mueller","54","52.427","50:57.808","Green","Track","0.457","0.828","9.928","10.621","13.623","5.339","8.939","2.692","151.557"
"44","GTD","Andy Lally","51","53.787","50:59.017","Green","Track","0.490","0.909","10.335","10.785","13.865","5.419","9.216","2.768","141.350"
"67","GTLM","Ryan Briscoe","53","1:31.381","51:01.634","Green","Track","0.000","0.000","13.254","11.334","14.277","5.563","9.425","2.767","0.000"
"33","GTD","Jeroen Bleekemolen","51","53.176","51:03.165","Green","Track","0.475","0.848","9.901","10.615","13.788","5.418","9.344","2.787","145.813"
"86","GTD","Alvaro Parente","51","52.836","51:03.475","Green","Track","0.470","0.838","9.834","10.598","13.704","5.412","9.221","2.759","147.365"
"14","GTD","Kyle Marcelli","51","52.792","51:04.668","Green","Track","0.468","0.834","9.805","10.546","13.823","5.394","9.173","2.749","147.994"
"24","GTLM","John Edwards","54","52.607","51:07.936","Green","Track","0.456","0.814","9.948","10.634","13.769","5.294","8.998","2.694","151.889"
"25","GTLM","Connor De Phillippi","54","52.749","51:13.520","Green","Track","0.474","0.880","10.030","10.594","13.695","5.291","9.092","2.693","146.121"
"911","GTLM","Patrick Pilet","54","52.526","51:13.933","Green","Track","0.457","0.827","9.862","10.555","13.534","5.447","9.121","2.723","151.557"
"58","GTD","Patrick Long","52","1:42.466","51:20.466","Green","Pit","0.473","0.855","10.585","11.083","14.025","5.627","11.787","48.031","146.430"
"15","GTD","Jack Hawksworth","52","53.121","51:24.607","Green","Track","0.470","0.840","9.877","10.565","14.030","5.355","9.219","2.765","147.365"
"48","GTD","Madison Snow","52","52.764","51:37.469","Green","Track","0.477","0.852","9.833","10.501","13.665","5.439","9.211","2.786","145.202"
"3","GTLM","Antonio Garcia","55","51.915","51:42.292","Green","Track","0.456","0.815","9.924","10.397","13.421","5.279","8.939","2.684","151.889"
"63","GTD","Gunnar Jeannette","52","52.535","51:44.295","Green","Track","0.470","0.838","9.787","10.537","13.581","5.390","9.167","2.765","147.365"
"912","GTLM","Laurens Vanthoor","55","52.483","51:46.799","Green","Track","0.458","0.818","10.084","10.578","13.465","5.329","9.051","2.700","151.226"
"4","GTLM","Tommy Milner","55","52.547","51:48.688","Green","Track","0.459","0.819","9.967","10.713","13.433","5.297","9.132","2.727","150.896"
"66","GTLM","Dirk Mueller","55","52.033","51:49.841","Green","Track","0.456","0.814","9.814","10.506","13.623","5.291","8.854","2.675","151.889"
"44","GTD","Andy Lally","52","52.944","51:51.961","Green","Track","0.469","0.836","9.829","10.500","13.927","5.397","9.217","2.769","147.679"
"67","GTLM","Ryan Briscoe","54","52.803","51:54.437","Green","Track","0.467","0.833","10.073","10.649","13.536","5.366","9.144","2.735","148.311"
"33","GTD","Jeroen Bleekemolen","52","53.280","51:56.445","Green","Track","0.472","0.844","9.838","10.727","13.856","5.477","9.298","2.768","146.740"
"86","GTD","Alvaro Parente","52","53.270","51:56.745","Green","Track","0.468","0.836","9.930","10.635","13.811","5.499","9.315","2.776","147.994"
"14","GTD","Kyle Marcelli","52","52.839","51:57.507","Green","Track","0.466","0.831","9.828","10.583","13.826","5.352","9.204","2.749","148.630"
"24","GTLM","John Edwards","55","52.492","52:00.428","Green","Track","0.456","0.813","9.896","10.583","13.701","5.331","9.017","2.695","151.889"
"25","GTLM","Connor De Phillippi","55","52.649","52:06.169","Green","Track","0.468","0.871","10.017","10.582","13.676","5.322","9.030","2.683","147.994"
"911","GTLM","Patrick Pilet","55","53.162","52:07.095","Green","Track","0.459","0.822","10.707","10.596","13.472","5.340","9.057","2.709","150.896"
"15","GTD","Jack Hawksworth","53","52.801","52:17.408","Green","Track","0.470","0.839","9.778","10.540","13.951","5.351","9.123","2.749","147.365"
"58","GTD","Christina Nielsen","53","1:05.968","52:26.434","Green","Track","0.000","0.000","14.201","11.846","14.643","5.835","10.011","2.890","0.000"
"48","GTD","Madison Snow","53","52.655","52:30.124","Green","Track","0.474","0.848","9.789","10.511","13.696","5.413","9.155","2.769","146.121"
"3","GTLM","Antonio Garcia","56","51.985","52:34.277","Green","Track","0.456","0.815","9.860","10.425","13.468","5.298","8.970","2.693","151.889"
"63","GTD","Gunnar Jeannette","53","52.711","52:37.006","Green","Track","0.470","0.838","9.895","10.552","13.680","5.388","9.134","2.754","147.365"
"912","GTLM","Laurens Vanthoor","56","52.543","52:39.342","Green","Track","0.458","0.817","10.032","10.557","13.505","5.335","9.115","2.724","151.226"
"4","GTLM","Tommy Milner","56","52.687","52:41.375","Green","Track","0.462","0.823","9.965","10.793","13.547","5.341","9.043","2.713","149.916"
"66","GTLM","Dirk Mueller","56","51.855","52:41.696","Green","Track","0.453","0.810","9.785","10.430","13.422","5.288","8.980","2.687","152.895"
"44","GTD","Andy Lally","53","52.978","52:44.939","Green","Track","0.469","0.838","9.780","10.559","13.764","5.447","9.327","2.794","147.679"
"67","GTLM","Ryan Briscoe","55","52.142","52:46.579","Green","Track","0.464","0.826","9.849","10.431","13.412","5.349","9.094","2.717","149.270"
"33","GTD","Jeroen Bleekemolen","53","52.929","52:49.374","Green","Track","0.469","0.839","9.861","10.630","13.694","5.423","9.240","2.773","147.679"
"86","GTD","Alvaro Parente","53","52.952","52:49.697","Green","Track","0.471","0.840","9.912","10.564","13.761","5.428","9.207","2.769","147.052"
"14","GTD","Kyle Marcelli","53","53.077","52:50.584","Green","Track","0.467","0.831","9.959","10.656","13.833","5.374","9.209","2.748","148.311"
"24","GTLM","John Edwards","56","52.442","52:52.870","Green","Track","0.455","0.814","9.951","10.559","13.605","5.318","9.040","2.700","152.223"
"25","GTLM","Connor De Phillippi","56","52.676","52:58.845","Green","Track","0.475","0.882","10.033","10.584","13.668","5.277","9.064","2.693","145.813"
"911","GTLM","Patrick Pilet","56","52.294","52:59.389","Green","Track","0.459","0.818","9.955","10.446","13.517","5.268","9.106","2.725","150.896"
"15","GTD","Jack Hawksworth","54","53.251","53:10.659","Green","Track","0.468","0.835","9.809","10.648","14.019","5.456","9.249","2.767","147.994"
"58","GTD","Christina Nielsen","54","54.597","53:21.031","Green","Track","0.487","0.869","10.178","11.070","13.953","5.559","9.645","2.836","142.220"
"48","GTD","Madison Snow","54","52.575","53:22.699","Green","Track","0.472","0.842","9.814","10.438","13.690","5.355","9.190","2.774","146.740"
"3","GTLM","Antonio Garcia","57","51.910","53:26.187","Green","Track","0.456","0.817","9.896","10.388","13.434","5.257","8.975","2.687","151.889"
"63","GTD","Gunnar Jeannette","54","52.570","53:29.576","Green","Track","0.468","0.834","9.873","10.587","13.587","5.378","9.099","2.744","147.994"
"912","GTLM","Laurens Vanthoor","57","52.277","53:31.619","Green","Track","0.462","0.822","10.007","10.541","13.350","5.345","9.048","2.702","149.916"
"4","GTLM","Tommy Milner","57","52.602","53:33.977","Green","Track","0.461","0.821","9.995","10.740","13.527","5.294","9.050","2.714","150.242"
"66","GTLM","Dirk Mueller","57","52.651","53:34.347","Green","Track","0.454","0.811","10.032","10.642","13.672","5.306","9.033","2.701","152.558"
"44","GTD","Andy Lally","54","53.055","53:37.994","Green","Track","0.473","0.841","9.780","10.517","13.851","5.513","9.305","2.775","146.430"
"67","GTLM","Ryan Briscoe","56","51.894","53:38.473","Green","Track","0.460","0.821","9.756","10.340","13.423","5.298","9.071","2.725","150.568"
"33","GTD","Jeroen Bleekemolen","54","52.951","53:42.325","Green","Track","0.470","0.840","9.873","10.634","13.650","5.394","9.320","2.770","147.365"
"86","GTD","Alvaro Parente","54","53.019","53:42.716","Green","Track","0.471","0.840","9.911","10.655","13.769","5.380","9.227","2.766","147.052"
"14","GTD","Kyle Marcelli","54","53.049","53:43.633","Green","Track","0.465","0.832","9.899","10.657","13.811","5.453","9.188","2.744","148.949"
"24","GTLM","John Edwards","57","52.589","53:45.459","Green","Track","0.457","0.814","9.950","10.677","13.665","5.318","9.023","2.685","151.557"
"25","GTLM","Connor De Phillippi","57","52.893","53:51.738","Green","Track","0.477","0.887","10.055","10.665","13.676","5.330","9.093","2.710","145.202"
"911","GTLM","Patrick Pilet","57","54.243","53:53.632","Green","Track","0.461","0.832","10.064","11.515","14.119","5.454","9.092","2.706","150.242"
"15","GTD","Jack Hawksworth","55","53.379","54:04.038","Green","Track","0.470","0.840","9.828","10.671","14.150","5.408","9.234","2.778","147.365"
"58","GTD","Christina Nielsen","55","54.485","54:15.516","Green","Track","0.481","0.857","10.013","10.780","14.062","5.715","9.741","2.836","143.995"
"48","GTD","Madison Snow","55","52.975","54:15.674","Green","Track","0.472","0.844","9.758","10.501","13.728","5.451","9.410","2.811","146.740"
"3","GTLM","Antonio Garcia","58","52.216","54:18.403","Green","Track","0.455","0.816","9.912","10.546","13.503","5.274","9.010","2.700","152.223"
"63","GTD","Gunnar Jeannette","55","52.671","54:22.247","Green","Track","0.466","0.833","9.822","10.611","13.573","5.423","9.181","2.762","148.630"
"912","GTLM","Laurens Vanthoor","58","52.474","54:24.093","Green","Track","0.458","0.819","10.084","10.578","13.394","5.302","9.107","2.732","151.226"
"4","GTLM","Tommy Milner","58","52.495","54:26.472","Green","Track","0.460","0.821","10.034","10.607","13.524","5.270","9.065","2.714","150.568"
"66","GTLM","Dirk Mueller","58","52.476","54:26.823","Green","Track","0.456","0.815","9.994","10.582","13.574","5.329","9.020","2.706","151.889"
"67","GTLM","Ryan Briscoe","57","52.264","54:30.737","Green","Track","0.461","0.822","9.674","10.430","13.675","5.412","9.080","2.710","150.242"
"44","GTD","Andy Lally","55","53.369","54:31.363","Green","Track","0.470","0.840","9.799","10.523","13.822","5.785","9.358","2.772","147.365"
"33","GTD","Jeroen Bleekemolen","55","53.050","54:35.375","Green","Track","0.469","0.840","9.832","10.613","13.759","5.435","9.320","2.782","147.679"
"86","GTD","Alvaro Parente","55","52.919","54:35.635","Green","Track","0.470","0.837","9.867","10.578","13.763","5.414","9.222","2.768","147.365"
"14","GTD","Kyle Marcelli","55","52.823","54:36.456","Green","Track","0.465","0.831","9.840","10.560","13.823","5.400","9.163","2.741","148.949"
"24","GTLM","John Edwards","58","52.512","54:37.971","Green","Track","0.454","0.811","9.886","10.588","13.733","5.337","9.013","2.690","152.558"
"25","GTLM","Connor De Phillippi","58","52.857","54:44.595","Green","Track","0.484","0.900","10.054","10.668","13.657","5.334","9.056","2.704","143.102"
"911","GTLM","Patrick Pilet","58","52.165","54:45.797","Green","Track","0.458","0.821","9.925","10.506","13.491","5.247","9.017","2.700","151.226"
"15","GTD","Jack Hawksworth","56","53.239","54:57.277","Green","Track","0.472","0.841","9.925","10.572","14.019","5.416","9.215","2.779","146.740"
"48","GTD","Madison Snow","56","52.961","55:08.635","Green","Track","0.479","0.853","9.874","10.497","13.763","5.476","9.230","2.789","144.596"
"58","GTD","Christina Nielsen","56","54.432","55:09.948","Green","Track","0.479","0.853","10.598","10.850","13.666","5.554","9.600","2.832","144.596"
"3","GTLM","Antonio Garcia","59","52.556","55:10.959","Green","Track","0.458","0.818","9.991","10.569","13.564","5.350","9.095","2.711","151.226"
"63","GTD","Gunnar Jeannette","56","52.658","55:14.905","Green","Track","0.469","0.836","9.843","10.502","13.683","5.387","9.182","2.756","147.679"
"912","GTLM","Laurens Vanthoor","59","52.384","55:16.477","Green","Track","0.463","0.824","10.106","10.521","13.403","5.312","9.048","2.707","149.593"
"4","GTLM","Tommy Milner","59","52.534","55:19.006","Green","Track","0.460","0.822","10.009","10.679","13.510","5.306","9.039","2.709","150.568"
"66","GTLM","Dirk Mueller","59","52.539","55:19.362","Green","Track","0.457","0.816","9.930","10.727","13.614","5.322","8.981","2.692","151.557"
"67","GTLM","Ryan Briscoe","58","51.381","55:22.118","Green","Track","0.459","0.818","9.647","10.285","13.311","5.264","8.917","2.680","150.896"
"44","GTD","Andy Lally","56","52.865","55:24.228","Green","Track","0.468","0.836","9.858","10.540","13.758","5.429","9.205","2.771","147.994"
"33","GTD","Jeroen Bleekemolen","56","53.186","55:28.561","Green","Track","0.472","0.840","9.892","10.661","13.790","5.469","9.283","2.779","146.740"
"86","GTD","Alvaro Parente","56","53.220","55:28.855","Green","Track","0.469","0.836","9.903","10.726","13.781","5.447","9.285","2.773","147.679"
"14","GTD","Kyle Marcelli","56","53.155","55:29.611","Green","Track","0.465","0.828","9.851","10.644","14.075","5.423","9.135","2.734","148.949"
"24","GTLM","John Edwards","59","52.769","55:30.740","Green","Track","0.454","0.811","9.968","10.686","13.714","5.340","9.089","2.707","152.558"
"25","GTLM","Connor De Phillippi","59","53.102","55:37.697","Green","Track","0.483","0.900","10.153","10.636","13.671","5.392","9.168","2.699","143.398"
"911","GTLM","Patrick Pilet","59","52.266","55:38.063","Green","Track","0.459","0.817","9.925","10.424","13.399","5.392","9.131","2.719","150.896"
"15","GTD","Jack Hawksworth","57","53.118","55:50.395","Green","Track","0.471","0.842","9.894","10.536","14.022","5.385","9.201","2.767","147.052"
"48","GTD","Madison Snow","57","52.964","56:01.599","Green","Track","0.474","0.846","9.924","10.533","13.713","5.470","9.217","2.787","146.121"
"3","GTLM","Antonio Garcia","60","53.043","56:04.002","Green","Track","0.459","0.819","9.949","10.473","13.577","5.498","9.518","2.750","150.896"
"58","GTD","Christina Nielsen","57","54.044","56:03.992","Green","Track","0.480","0.854","10.023","10.803","13.910","5.557","9.588","2.829","144.295"
"63","GTD","Gunnar Jeannette","57","52.604","56:07.509","Green","Track","0.469","0.837","9.818","10.499","13.675","5.391","9.160","2.755","147.679"
"912","GTLM","Laurens Vanthoor","60","52.538","56:09.015","Green","Track","0.461","0.818","10.066","10.603","13.431","5.364","9.090","2.705","150.242"
"4","GTLM","Tommy Milner","60","52.578","56:11.584","Green","Track","0.461","0.819","9.996","10.682","13.495","5.328","9.078","2.719","150.242"
"66","GTLM","Dirk Mueller","60","52.477","56:11.839","Green","Track","0.455","0.814","9.955","10.640","13.625","5.364","8.948","2.676","152.223"
"67","GTLM","Ryan Briscoe","59","51.156","56:13.274","Green","Track","0.455","0.812","9.634","10.275","13.302","5.205","8.801","2.672","152.223"
"44","GTD","Andy Lally","57","52.946","56:17.174","Green","Track","0.469","0.838","9.828","10.500","13.806","5.451","9.273","2.781","147.679"
"33","GTD","Jeroen Bleekemolen","57","53.352","56:21.913","Green","Track","0.470","0.840","9.976","10.736","13.831","5.414","9.303","2.782","147.365"
"86","GTD","Alvaro Parente","57","53.346","56:22.201","Green","Track","0.471","0.841","9.941","10.705","13.918","5.420","9.280","2.770","147.052"
"14","GTD","Kyle Marcelli","57","52.979","56:22.590","Green","Track","0.464","0.826","9.873","10.627","13.807","5.405","9.235","2.742","149.270"
"24","GTLM","John Edwards","60","52.807","56:23.547","Green","Track","0.457","0.814","9.963","10.711","13.679","5.353","9.122","2.708","151.557"
"25","GTLM","Connor De Phillippi","60","52.929","56:30.626","Green","Track","0.456","0.839","10.047","10.612","13.821","5.321","9.128","2.705","151.889"
"911","GTLM","Patrick Pilet","60","52.990","56:31.053","Green","Track","0.461","0.820","9.900","10.686","13.703","5.493","9.197","2.730","150.242"
"15","GTD","Jack Hawksworth","58","52.963","56:43.358","Green","Track","0.470","0.840","9.818","10.543","13.956","5.382","9.192","2.762","147.365"
"48","GTD","Madison Snow","58","52.949","56:54.548","Green","Track","0.474","0.848","9.920","10.548","13.725","5.438","9.209","2.787","146.121"
"3","GTLM","Antonio Garcia","61","52.469","56:56.471","Green","Track","0.464","0.827","10.114","10.582","13.455","5.286","9.038","2.703","149.270"
"58","GTD","Christina Nielsen","58","54.677","56:58.669","Green","Track","0.481","0.857","10.420","10.852","14.037","5.592","9.621","2.817","143.995"
"63","GTD","Gunnar Jeannette","58","52.586","57:00.095","Green","Track","0.469","0.837","9.821","10.591","13.605","5.355","9.153","2.755","147.679"
"912","GTLM","Laurens Vanthoor","61","52.539","57:01.554","Green","Track","0.456","0.820","10.104","10.581","13.430","5.346","9.084","2.718","151.889"
"4","GTLM","Tommy Milner","61","52.847","57:04.431","Green","Track","0.462","0.822","10.110","10.702","13.617","5.336","9.070","2.728","149.916"
"66","GTLM","Dirk Mueller","61","52.862","57:04.701","Green","Track","0.454","0.809","10.139","10.761","13.695","5.361","8.959","2.684","152.558"
"67","GTLM","Ryan Briscoe","60","51.766","57:05.040","Green","Track","0.452","0.810","9.563","10.367","13.518","5.377","8.993","2.686","153.233"
"44","GTD","Andy Lally","58","52.777","57:09.951","Green","Track","0.471","0.840","9.833","10.493","13.794","5.390","9.189","2.767","147.052"
"33","GTD","Jeroen Bleekemolen","58","53.250","57:15.163","Green","Track","0.471","0.842","9.912","10.687","13.833","5.391","9.333","2.781","147.052"
"86","GTD","Alvaro Parente","58","53.227","57:15.428","Green","Track","0.470","0.840","9.938","10.699","13.798","5.441","9.270","2.771","147.365"
"14","GTD","Kyle Marcelli","58","53.416","57:16.006","Green","Track","0.464","0.829","10.083","10.649","13.913","5.401","9.309","2.768","149.270"
"24","GTLM","John Edwards","61","52.804","57:16.351","Green","Track","0.457","0.815","9.959","10.718","13.740","5.306","9.111","2.698","151.557"
"911","GTLM","Patrick Pilet","61","52.740","57:23.793","Green","Track","0.459","0.824","9.975","10.719","13.661","5.292","9.100","2.710","150.896"
"25","GTLM","Connor De Phillippi","61","57.584","57:28.210","Green","Track","0.478","0.891","10.102","10.603","17.648","5.976","9.196","2.690","144.898"
"15","GTD","Jack Hawksworth","59","53.035","57:36.393","Green","Track","0.469","0.838","9.754","10.606","14.035","5.401","9.171","2.761","147.679"
"48","GTD","Madison Snow","59","52.890","57:47.438","Green","Track","0.474","0.848","9.889","10.545","13.648","5.495","9.211","2.780","146.121"
"3","GTLM","Antonio Garcia","62","52.082","57:48.553","Green","Track","0.457","0.817","9.860","10.479","13.526","5.267","8.980","2.696","151.557"
"58","GTD","Christina Nielsen","59","53.489","57:52.158","Green","Track","0.477","0.850","9.860","10.736","13.736","5.470","9.542","2.818","145.202"
"63","GTD","Gunnar Jeannette","59","52.767","57:52.862","Green","Track","0.467","0.834","9.834","10.526","13.677","5.398","9.261","2.770","148.311"
"912","GTLM","Laurens Vanthoor","62","52.812","57:54.366","Green","Track","0.460","0.820","10.152","10.645","13.518","5.358","9.139","2.720","150.568"
"4","GTLM","Tommy Milner","62","52.998","57:57.429","Green","Track","0.462","0.824","10.144","10.759","13.584","5.351","9.144","2.730","149.916"
"66","GTLM","Dirk Mueller","62","53.383","57:58.084","Green","Track","0.455","0.811","10.060","11.057","13.790","5.488","9.034","2.688","152.223"
"67","GTLM","Ryan Briscoe","61","53.453","57:58.493","Green","Track","0.455","0.813","9.897","11.080","13.803","5.482","9.208","2.715","152.223"
"44","GTD","Andy Lally","59","52.994","58:02.945","Green","Track","0.470","0.838","9.817","10.530","13.793","5.448","9.305","2.793","147.365"
"33","GTD","Jeroen Bleekemolen","59","53.299","58:08.462","Green","Track","0.472","0.842","9.929","10.759","13.826","5.427","9.275","2.769","146.740"
"86","GTD","Alvaro Parente","59","53.444","58:08.872","Green","Track","0.470","0.840","9.967","10.678","13.846","5.469","9.380","2.794","147.365"
"14","GTD","Kyle Marcelli","59","53.288","58:09.294","Green","Track","0.469","0.837","10.041","10.653","13.836","5.467","9.235","2.750","147.679"
"911","GTLM","Patrick Pilet","62","52.149","58:15.942","Green","Track","0.457","0.822","9.899","10.451","13.450","5.300","9.054","2.716","151.557"
"25","GTLM","Connor De Phillippi","62","53.323","58:21.533","Green","Track","0.456","0.813","10.249","10.604","13.892","5.393","9.191","2.725","151.889"
"15","GTD","Jack Hawksworth","60","53.440","58:29.833","Green","Track","0.469","0.838","9.899","10.693","14.057","5.446","9.266","2.772","147.679"
"48","GTD","Madison Snow","60","52.680","58:40.118","Green","Track","0.473","0.845","9.878","10.489","13.694","5.372","9.158","2.771","146.430"
"3","GTLM","Antonio Garcia","63","52.134","58:40.687","Green","Track","0.458","0.816","9.916","10.440","13.537","5.299","8.984","2.684","151.226"
"58","GTD","Christina Nielsen","60","53.391","58:45.549","Green","Track","0.477","0.850","9.854","10.662","13.759","5.475","9.511","2.803","145.202"
"63","GTD","Gunnar Jeannette","60","53.005","58:45.867","Green","Track","0.470","0.838","9.924","10.625","13.633","5.426","9.324","2.765","147.365"
"912","GTLM","Laurens Vanthoor","63","52.663","58:47.029","Green","Track","0.459","0.821","10.087","10.661","13.400","5.369","9.146","2.720","150.896"
"4","GTLM","Tommy Milner","63","52.803","58:50.232","Green","Track","0.463","0.825","10.066","10.780","13.510","5.320","9.106","2.733","149.593"
"24","GTLM","John Edwards","62","1:34.496","58:50.847","Green","Pit","0.456","0.813","10.110","10.833","13.910","5.434","11.117","41.823","151.889"
"67","GTLM","Ryan Briscoe","62","52.492","58:50.985","Green","Track","0.457","0.817","9.807","10.615","13.653","5.369","9.077","2.697","151.557"
"44","GTD","Andy Lally","60","52.978","58:55.923","Green","Track","0.472","0.842","9.931","10.501","13.864","5.384","9.207","2.777","146.740"
"66","GTLM","Dirk Mueller","63","1:03.021","59:01.105","Green","Pit","0.455","0.812","9.964","10.611","13.648","5.308","10.702","11.521","152.223"
"33","GTD","Jeroen Bleekemolen","60","53.135","59:01.597","Green","Track","0.469","0.838","9.943","10.644","13.754","5.411","9.306","2.770","147.679"
"86","GTD","Alvaro Parente","60","53.008","59:01.880","Green","Track","0.473","0.842","9.902","10.603","13.791","5.391","9.244","2.762","146.430"
"14","GTD","Kyle Marcelli","60","53.218","59:02.512","Green","Track","0.466","0.830","10.001","10.652","13.880","5.428","9.213","2.748","148.630"
"911","GTLM","Patrick Pilet","63","52.370","59:08.312","Green","Track","0.458","0.821","9.990","10.511","13.481","5.333","9.074","2.702","151.226"
"25","GTLM","Connor De Phillippi","63","53.604","59:15.137","Green","Track","0.487","0.904","10.268","10.676","13.933","5.466","9.151","2.719","142.220"
"15","GTD","Jack Hawksworth","61","53.258","59:23.091","Green","Track","0.470","0.840","9.905","10.641","14.043","5.407","9.188","2.764","147.365"
"48","GTD","Madison Snow","61","52.697","59:32.815","Green","Track","0.471","0.843","9.823","10.559","13.660","5.367","9.195","2.779","147.052"
