"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"57","GTD","Christina Nielsen","11","53.158","9:57.480","Green","Track","0.477","0.851","9.809","10.618","13.842","5.451","9.288","2.822","145.202"
"11","GTD","John Potter","11","53.604","9:58.364","Green","Track","0.476","0.848","9.860","10.619","14.104","5.458","9.412","2.827","145.507"
"12","GTD","Frank Montecalvo","11","53.484","9:58.823","Green","Track","0.475","0.846","9.859","10.686","14.091","5.433","9.305","2.789","145.813"
"912","GTLM","Laurens Vanthoor","12","51.359","10:17.145","Green","Track","0.458","0.840","9.620","10.231","13.311","5.192","8.985","2.722","151.226"
"911","GTLM","Nick Tandy","12","51.175","10:17.634","Green","Track","0.458","0.834","9.601","10.062","13.366","5.239","8.913","2.702","151.226"
"25","GTLM","Connor De Phillippi","12","51.451","10:18.722","Green","Track","0.460","0.852","9.836","10.132","13.314","5.240","8.929","2.688","150.568"
"66","GTLM","Dirk Mueller","12","51.562","10:19.389","Green","Track","0.462","0.854","9.669","10.266","13.545","5.219","8.847","2.700","149.916"
"3","GTLM","Antonio Garcia","12","51.365","10:20.417","Green","Track","0.456","0.812","9.740","10.075","13.363","5.255","8.971","2.693","151.889"
"4","GTLM","Oliver Gavin","12","51.309","10:20.816","Green","Track","0.453","0.817","9.756","10.188","13.377","5.159","8.884","2.675","152.895"
"67","GTLM","Ryan Briscoe","12","51.478","10:21.806","Green","Track","0.463","0.825","9.486","10.171","13.569","5.245","8.995","2.724","149.593"
"24","GTLM","John Edwards","12","51.623","10:23.526","Green","Track","0.458","0.836","9.792","10.113","13.402","5.262","9.054","2.706","151.226"
"48","GTD","Corey Lewis","11","52.799","10:37.223","Green","Track","0.473","0.845","9.753","10.491","13.797","5.378","9.267","2.795","146.430"
"86","GTD","Trent Hindman","12","52.761","10:37.989","Green","Track","0.473","0.846","9.698","10.567","13.832","5.387","9.182","2.776","146.430"
"33","GTD","Ben Keating","12","52.937","10:40.786","Green","Track","0.467","0.836","9.952","10.590","13.731","5.444","9.169","2.748","148.311"
"96","GTD","Robby Foley","12","53.158","10:42.409","Green","Track","0.474","0.851","9.911","10.577","13.828","5.413","9.329","2.775","146.121"
"9","GTD","Zacharie Robichon","12","53.290","10:42.882","Green","Track","0.473","0.846","9.968","10.547","13.952","5.380","9.337","2.787","146.430"
"14","GTD","Richard Heistand","12","53.236","10:44.188","Green","Track","0.471","0.841","9.810","10.599","14.004","5.473","9.252","2.786","147.052"
"73","GTD","Marco Seefried","12","53.103","10:44.573","Green","Track","0.472","0.842","9.870","10.543","13.834","5.452","9.310","2.780","146.740"
"63","GTD","Cooper MacNeil","12","53.050","10:45.244","Green","Track","0.471","0.843","9.849","10.435","13.851","5.463","9.341","2.797","147.052"
"91","GTD","Anthony Imperato","12","53.193","10:46.886","Green","Track","0.476","0.852","9.745","10.434","13.913","5.420","9.524","2.829","145.507"
"76","GTD","Matt Plumb","12","53.194","10:48.163","Green","Track","0.478","0.850","9.920","10.563","13.916","5.440","9.235","2.792","144.898"
"57","GTD","Christina Nielsen","12","53.648","10:51.128","Green","Track","0.478","0.852","9.822","10.884","14.055","5.448","9.298","2.811","144.898"
"11","GTD","John Potter","12","53.748","10:52.112","Green","Track","0.479","0.854","9.860","10.589","14.209","5.490","9.433","2.834","144.596"
"12","GTD","Frank Montecalvo","12","53.651","10:52.474","Green","Track","0.472","0.842","9.929","10.699","14.118","5.456","9.338","2.797","146.740"
"912","GTLM","Laurens Vanthoor","13","51.519","11:08.664","Green","Track","0.462","0.845","9.701","10.232","13.308","5.212","9.035","2.724","149.916"
"911","GTLM","Nick Tandy","13","51.439","11:09.073","Green","Track","0.460","0.841","9.603","10.160","13.467","5.252","8.954","2.702","150.568"
"25","GTLM","Connor De Phillippi","13","51.516","11:10.238","Green","Track","0.455","0.810","9.837","10.177","13.267","5.313","8.966","2.691","152.223"
"66","GTLM","Dirk Mueller","13","51.315","11:10.704","Green","Track","0.460","0.822","9.545","10.200","13.502","5.258","8.836","2.692","150.568"
"3","GTLM","Antonio Garcia","13","51.422","11:11.839","Green","Track","0.456","0.833","9.736","10.143","13.369","5.248","8.948","2.689","151.889"
"4","GTLM","Oliver Gavin","13","51.447","11:12.263","Green","Track","0.453","0.813","9.757","10.161","13.409","5.232","8.940","2.682","152.895"
"67","GTLM","Ryan Briscoe","13","51.305","11:13.111","Green","Track","0.463","0.826","9.494","10.066","13.472","5.259","9.003","2.722","149.593"
"24","GTLM","John Edwards","13","51.681","11:15.207","Green","Track","0.458","0.844","9.790","10.165","13.432","5.270","9.022","2.700","151.226"
"48","GTD","Corey Lewis","12","52.799","11:30.022","Green","Track","0.474","0.847","9.734","10.424","13.843","5.391","9.287","2.799","146.121"
"86","GTD","Trent Hindman","13","52.855","11:30.844","Green","Track","0.473","0.845","9.724","10.550","13.881","5.412","9.189","2.781","146.430"
"33","GTD","Ben Keating","13","53.006","11:33.792","Green","Track","0.464","0.832","9.913","10.535","13.820","5.488","9.202","2.752","149.270"
"96","GTD","Robby Foley","13","53.047","11:35.456","Green","Track","0.471","0.844","9.947","10.515","13.861","5.404","9.244","2.761","147.052"
"9","GTD","Zacharie Robichon","13","53.115","11:35.997","Green","Track","0.474","0.847","9.911","10.471","13.872","5.423","9.326","2.791","146.121"
"14","GTD","Richard Heistand","13","53.094","11:37.282","Green","Track","0.471","0.842","9.896","10.564","13.863","5.449","9.233","2.776","147.052"
"73","GTD","Marco Seefried","13","53.277","11:37.850","Green","Track","0.471","0.843","9.933","10.619","13.921","5.419","9.301","2.770","147.052"
"63","GTD","Cooper MacNeil","13","53.148","11:38.392","Green","Track","0.474","0.845","9.870","10.494","13.858","5.481","9.338","2.788","146.121"
"91","GTD","Anthony Imperato","13","53.073","11:39.959","Green","Track","0.479","0.858","9.754","10.443","13.891","5.395","9.441","2.812","144.596"
"76","GTD","Matt Plumb","13","53.215","11:41.378","Green","Track","0.473","0.845","9.874","10.522","13.971","5.465","9.269","2.796","146.430"
"57","GTD","Christina Nielsen","13","53.453","11:44.581","Green","Track","0.477","0.852","9.821","10.761","13.973","5.488","9.275","2.806","145.202"
"11","GTD","John Potter","13","53.672","11:45.784","Green","Track","0.480","0.856","9.906","10.627","14.110","5.482","9.379","2.832","144.295"
"12","GTD","Frank Montecalvo","13","53.885","11:46.359","Green","Track","0.474","0.844","9.903","10.784","13.989","5.550","9.522","2.819","146.121"
"912","GTLM","Laurens Vanthoor","14","51.537","12:00.201","Green","Track","0.462","0.847","9.714","10.166","13.357","5.253","9.018","2.720","149.916"
"911","GTLM","Nick Tandy","14","51.521","12:00.594","Green","Track","0.460","0.850","9.689","10.213","13.358","5.286","8.962","2.703","150.568"
"25","GTLM","Connor De Phillippi","14","51.438","12:01.676","Green","Track","0.455","0.834","9.803","10.176","13.308","5.274","8.905","2.683","152.223"
"66","GTLM","Dirk Mueller","14","51.589","12:02.293","Green","Track","0.458","0.824","9.645","10.246","13.548","5.255","8.897","2.716","151.226"
"3","GTLM","Antonio Garcia","14","51.438","12:03.277","Green","Track","0.455","0.811","9.691","10.179","13.375","5.250","8.985","2.692","152.223"
"4","GTLM","Oliver Gavin","14","51.532","12:03.795","Green","Track","0.454","0.817","9.761","10.183","13.410","5.247","8.969","2.691","152.558"
"67","GTLM","Ryan Briscoe","14","51.453","12:04.564","Green","Track","0.463","0.825","9.535","10.154","13.540","5.255","8.965","2.716","149.593"
"24","GTLM","John Edwards","14","51.598","12:06.805","Green","Track","0.457","0.832","9.800","10.135","13.364","5.259","9.040","2.711","151.557"
"48","GTD","Corey Lewis","13","52.886","12:22.908","Green","Track","0.475","0.847","9.786","10.533","13.734","5.417","9.297","2.797","145.813"
"86","GTD","Trent Hindman","14","52.816","12:23.660","Green","Track","0.474","0.846","9.732","10.546","13.892","5.392","9.154","2.780","146.121"
"33","GTD","Ben Keating","14","52.840","12:26.632","Green","Track","0.467","0.831","9.933","10.549","13.631","5.434","9.236","2.759","148.311"
"96","GTD","Robby Foley","14","53.159","12:28.615","Green","Track","0.468","0.840","9.882","10.530","13.832","5.422","9.401","2.784","147.994"
"9","GTD","Zacharie Robichon","14","53.118","12:29.115","Green","Track","0.474","0.846","9.913","10.507","13.852","5.400","9.330","2.796","146.121"
"14","GTD","Richard Heistand","14","53.394","12:30.676","Green","Track","0.471","0.840","9.901","10.673","13.948","5.499","9.282","2.780","147.052"
"73","GTD","Marco Seefried","14","53.343","12:31.193","Green","Track","0.471","0.840","9.885","10.692","13.873","5.456","9.324","2.802","147.052"
"63","GTD","Cooper MacNeil","14","53.392","12:31.784","Green","Track","0.472","0.844","9.903","10.580","13.925","5.517","9.355","2.796","146.740"
"91","GTD","Anthony Imperato","14","53.355","12:33.314","Green","Track","0.476","0.852","9.916","10.461","14.004","5.410","9.430","2.806","145.507"
"76","GTD","Matt Plumb","14","53.234","12:34.612","Green","Track","0.475","0.845","9.931","10.594","14.002","5.381","9.214","2.792","145.813"
"57","GTD","Christina Nielsen","14","53.571","12:38.152","Green","Track","0.476","0.850","9.956","10.723","13.950","5.454","9.335","2.827","145.507"
"11","GTD","John Potter","14","53.572","12:39.356","Green","Track","0.481","0.855","9.903","10.649","13.961","5.458","9.426","2.839","143.995"
"12","GTD","Frank Montecalvo","14","53.783","12:40.142","Green","Track","0.477","0.848","10.028","10.667","14.097","5.461","9.401","2.804","145.202"
"912","GTLM","Laurens Vanthoor","15","51.616","12:51.817","Green","Track","0.462","0.846","9.787","10.250","13.333","5.220","9.003","2.715","149.916"
"911","GTLM","Nick Tandy","15","51.743","12:52.337","Green","Track","0.459","0.846","9.682","10.248","13.490","5.325","8.983","2.710","150.896"
"25","GTLM","Connor De Phillippi","15","51.538","12:53.214","Green","Track","0.455","0.839","9.779","10.212","13.321","5.282","8.961","2.689","152.223"
"66","GTLM","Dirk Mueller","15","51.475","12:53.768","Green","Track","0.462","0.836","9.603","10.192","13.533","5.231","8.902","2.716","149.916"
"3","GTLM","Antonio Garcia","15","51.595","12:54.872","Green","Track","0.456","0.813","9.742","10.132","13.421","5.274","9.040","2.717","151.889"
"4","GTLM","Oliver Gavin","15","51.411","12:55.206","Green","Track","0.455","0.816","9.794","10.147","13.354","5.235","8.927","2.683","152.223"
"67","GTLM","Ryan Briscoe","15","51.455","12:56.019","Green","Track","0.462","0.825","9.548","10.153","13.542","5.218","8.988","2.719","149.916"
"24","GTLM","John Edwards","15","51.939","12:58.744","Green","Track","0.459","0.842","9.874","10.192","13.476","5.289","9.082","2.725","150.896"
"48","GTD","Corey Lewis","14","53.013","13:15.921","Green","Track","0.475","0.849","9.825","10.590","13.778","5.412","9.284","2.800","145.813"
"86","GTD","Trent Hindman","15","52.872","13:16.532","Green","Track","0.474","0.848","9.794","10.507","13.827","5.395","9.242","2.785","146.121"
"33","GTD","Ben Keating","15","52.876","13:19.508","Green","Track","0.467","0.835","9.934","10.534","13.783","5.370","9.186","2.767","148.311"
"96","GTD","Robby Foley","15","53.194","13:21.809","Green","Track","0.471","0.845","9.926","10.552","13.870","5.433","9.316","2.781","147.052"
"9","GTD","Zacharie Robichon","15","53.206","13:22.321","Green","Track","0.474","0.848","9.882","10.535","13.986","5.384","9.305","2.792","146.121"
"14","GTD","Richard Heistand","15","53.666","13:24.342","Green","Track","0.472","0.843","9.945","10.770","13.983","5.489","9.363","2.801","146.740"
"73","GTD","Marco Seefried","15","53.452","13:24.645","Green","Track","0.475","0.848","9.915","10.621","14.013","5.460","9.338","2.782","145.813"
"63","GTD","Cooper MacNeil","15","53.347","13:25.131","Green","Track","0.473","0.846","9.955","10.462","13.940","5.532","9.345","2.794","146.430"
