"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"911","GTLM","Patrick Pilet","86","52.207","1:15:20.486","Green","Track","0.459","0.822","9.910","10.276","13.437","5.334","9.228","2.741","150.896"
"67","GTLM","Ryan Briscoe","86","52.026","1:15:22.147","Green","Track","0.464","0.829","9.688","10.272","13.601","5.326","9.114","2.732","149.270"
"11","GTD","Andy Lally","83","53.348","1:15:31.582","Green","Track","0.476","0.851","9.949","10.515","13.958","5.475","9.317","2.807","145.507"
"48","GTD","Corey Lewis","83","53.373","1:15:37.745","Green","Track","0.472","0.843","9.989","10.522","13.955","5.488","9.316","2.788","146.740"
"76","GTD","Matt Plumb","83","53.759","1:15:41.536","Green","Track","0.472","0.843","10.099","10.714","14.130","5.436","9.276","2.789","146.740"
"57","GTD","Katherine Legge","83","53.963","1:15:42.179","Green","Track","0.476","0.850","10.154","10.688","14.150","5.528","9.320","2.797","145.507"
"33","GTD","Jeroen Bleekemolen","84","54.074","1:15:42.650","Green","Track","0.471","0.837","10.162","10.784","13.970","5.656","9.426","2.768","147.052"
"66","GTLM","Joey Hand","86","53.168","1:15:42.750","Green","Track","0.463","0.825","9.724","10.415","13.988","5.636","9.376","2.741","149.593"
"25","GTLM","Tom Blomqvist","86","52.245","1:15:44.795","Green","Track","0.455","0.822","9.972","10.381","13.380","5.450","9.081","2.704","152.223"
"3","GTLM","Jan Magnussen","86","52.712","1:15:45.908","Green","Track","0.458","0.818","9.897","10.437","13.860","5.388","9.132","2.722","151.226"
"4","GTLM","Marcel Fassler","86","52.694","1:15:46.958","Green","Track","0.456","0.814","9.944","10.415","13.703","5.442","9.208","2.712","151.889"
"86","GTD","Mario Farnbacher","84","53.022","1:15:51.056","Green","Track","0.470","0.842","9.826","10.613","13.892","5.402","9.204","2.773","147.365"
"9","GTD","Dennis Olsen","84","52.945","1:15:52.064","Green","Track","0.472","0.845","9.835","10.451","13.912","5.441","9.224","2.765","146.740"
"12","GTD","Townsend Bell","69","53.071","1:15:55.049","Green","Track","0.471","0.843","9.845","10.491","13.969","5.394","9.264","2.794","147.052"
"73","GTD","Marco Seefried","84","53.588","1:15:59.504","Green","Track","0.474","0.846","10.076","10.657","13.985","5.452","9.314","2.784","146.121"
"96","GTD","Bill Auberlen","84","53.339","1:16:00.177","Green","Track","0.468","0.835","9.959","10.599","14.004","5.413","9.293","2.768","147.994"
"91","GTD","Matt Campbell","84","52.491","1:16:02.107","Green","Track","0.470","0.842","9.694","10.367","13.759","5.434","9.164","2.761","147.365"
"14","GTD","Jack Hawksworth","84","53.219","1:16:05.955","Green","Track","0.471","0.840","9.966","10.534","13.980","5.445","9.209","2.774","147.052"
"63","GTD","Toni Vilander","82","53.564","1:16:10.204","Green","Track","0.474","0.848","9.986","10.617","13.881","5.455","9.491","2.812","146.121"
"24","GTLM","Jesse Krohn","86","52.237","1:16:11.305","Green","Track","0.459","0.818","9.970","10.216","13.509","5.383","9.168","2.714","150.896"
"912","GTLM","Earl Bamber","87","52.072","1:16:12.074","Green","Track","0.461","0.831","9.874","10.264","13.510","5.330","9.085","2.717","150.242"
"911","GTLM","Patrick Pilet","87","52.104","1:16:12.590","Green","Track","0.464","0.837","9.984","10.182","13.531","5.298","9.097","2.711","149.270"
"67","GTLM","Ryan Briscoe","87","51.975","1:16:14.122","Green","Track","0.463","0.827","9.737","10.265","13.611","5.298","9.058","2.716","149.593"
"11","GTD","Andy Lally","84","53.243","1:16:24.825","Green","Track","0.476","0.851","9.878","10.608","13.940","5.449","9.245","2.796","145.507"
"48","GTD","Corey Lewis","84","53.441","1:16:31.186","Green","Track","0.473","0.843","10.012","10.558","13.980","5.459","9.319","2.797","146.430"
"76","GTD","Matt Plumb","84","53.885","1:16:35.421","Green","Track","0.474","0.844","10.019","10.809","14.110","5.535","9.299","2.795","146.121"
"57","GTD","Katherine Legge","84","53.991","1:16:36.170","Green","Track","0.474","0.849","10.079","10.698","14.072","5.626","9.384","2.809","146.121"
"66","GTLM","Joey Hand","87","53.536","1:16:36.286","Green","Track","0.463","0.827","9.884","10.560","14.025","5.753","9.293","2.731","149.593"
"33","GTD","Jeroen Bleekemolen","85","54.268","1:16:36.918","Green","Track","0.468","0.850","10.422","10.817","13.992","5.518","9.430","2.771","147.994"
"25","GTLM","Tom Blomqvist","87","52.407","1:16:37.202","Green","Track","0.456","0.815","9.970","10.451","13.452","5.387","9.152","2.724","151.889"
"3","GTLM","Jan Magnussen","87","53.004","1:16:38.912","Green","Track","0.460","0.820","9.989","10.534","13.682","5.524","9.256","2.739","150.568"
"4","GTLM","Marcel Fassler","87","52.763","1:16:39.721","Green","Track","0.456","0.815","9.990","10.418","13.690","5.479","9.198","2.717","151.889"
"86","GTD","Mario Farnbacher","85","53.691","1:16:44.747","Green","Track","0.470","0.842","9.922","10.610","14.416","5.462","9.195","2.774","147.365"
"9","GTD","Dennis Olsen","85","53.231","1:16:45.295","Green","Track","0.470","0.839","9.884","10.471","13.843","5.598","9.332","2.794","147.365"
"12","GTD","Townsend Bell","70","53.131","1:16:48.180","Green","Track","0.473","0.842","9.893","10.503","13.998","5.373","9.253","2.796","146.430"
"73","GTD","Marco Seefried","85","53.759","1:16:53.263","Green","Track","0.473","0.844","10.079","10.776","14.044","5.494","9.272","2.777","146.430"
"96","GTD","Bill Auberlen","85","53.664","1:16:53.841","Green","Track","0.468","0.834","9.918","10.735","14.097","5.526","9.323","2.763","147.994"
"91","GTD","Matt Campbell","85","52.570","1:16:54.677","Green","Track","0.471","0.839","9.721","10.389","13.841","5.369","9.172","2.768","147.052"
"14","GTD","Jack Hawksworth","85","53.124","1:16:59.079","Green","Track","0.469","0.838","9.925","10.547","13.976","5.395","9.202","2.772","147.679"
"24","GTLM","Jesse Krohn","87","52.450","1:17:03.755","Green","Track","0.458","0.815","10.002","10.256","13.620","5.441","9.148","2.710","151.226"
"912","GTLM","Earl Bamber","88","52.670","1:17:04.744","Green","Track","0.459","0.824","9.894","10.387","13.482","5.426","9.433","2.765","150.896"
"911","GTLM","Patrick Pilet","88","52.502","1:17:05.092","Green","Track","0.459","0.826","9.864","10.290","13.525","5.390","9.388","2.760","150.896"
"63","GTD","Toni Vilander","83","55.002","1:17:05.206","Green","Track","0.475","0.846","10.039","10.685","14.039","6.084","9.962","2.872","145.813"
"67","GTLM","Ryan Briscoe","88","52.171","1:17:06.293","Green","Track","0.462","0.822","9.784","10.288","13.557","5.359","9.169","2.730","149.916"
"11","GTD","Andy Lally","85","53.320","1:17:18.145","Green","Track","0.475","0.848","9.846","10.500","13.998","5.506","9.339","2.808","145.813"
"48","GTD","Corey Lewis","85","53.342","1:17:24.528","Green","Track","0.474","0.844","9.914","10.555","13.984","5.484","9.300","2.787","146.121"
"66","GTLM","Joey Hand","88","53.363","1:17:29.649","Green","Track","0.462","0.821","9.862","10.440","13.865","5.610","9.495","2.808","149.916"
"76","GTD","Matt Plumb","85","55.017","1:17:30.438","Green","Track","0.476","0.845","10.000","10.727","14.164","5.637","10.229","2.939","145.507"
"57","GTD","Katherine Legge","85","54.581","1:17:30.751","Green","Track","0.478","0.851","10.442","10.959","14.120","5.546","9.377","2.808","144.898"
"25","GTLM","Tom Blomqvist","88","53.656","1:17:30.858","Green","Track","0.459","0.832","10.065","10.973","13.839","5.605","9.204","2.679","150.896"
"33","GTD","Jeroen Bleekemolen","86","54.569","1:17:31.487","Green","Track","0.469","0.835","10.056","11.012","14.032","5.901","9.496","2.768","147.679"
"3","GTLM","Jan Magnussen","88","52.859","1:17:31.771","Green","Track","0.461","0.820","10.019","10.472","13.736","5.478","9.151","2.722","150.242"
"4","GTLM","Marcel Fassler","88","53.134","1:17:32.855","Green","Track","0.457","0.815","9.979","10.542","13.783","5.495","9.322","2.741","151.557"
"86","GTD","Mario Farnbacher","86","52.996","1:17:37.743","Green","Track","0.470","0.843","9.832","10.569","13.945","5.419","9.149","2.769","147.365"
"9","GTD","Dennis Olsen","86","53.256","1:17:38.551","Green","Track","0.473","0.844","9.935","10.502","13.953","5.465","9.305","2.779","146.430"
"12","GTD","Townsend Bell","71","53.221","1:17:41.401","Green","Track","0.473","0.844","9.900","10.514","13.984","5.414","9.281","2.811","146.430"
"73","GTD","Marco Seefried","86","53.738","1:17:47.001","Green","Track","0.472","0.843","10.066","10.724","13.977","5.518","9.344","2.794","146.740"
"96","GTD","Bill Auberlen","86","53.623","1:17:47.464","Green","Track","0.468","0.835","10.005","10.628","14.134","5.495","9.294","2.764","147.994"
"91","GTD","Matt Campbell","86","53.133","1:17:47.810","Green","Track","0.470","0.842","9.811","10.467","13.885","5.583","9.300","2.775","147.365"
"14","GTD","Jack Hawksworth","86","53.038","1:17:52.117","Green","Track","0.470","0.840","9.866","10.523","13.981","5.418","9.174","2.766","147.365"
"24","GTLM","Jesse Krohn","88","52.496","1:17:56.251","Green","Track","0.458","0.815","9.945","10.286","13.583","5.417","9.264","2.728","151.226"
"912","GTLM","Earl Bamber","89","52.365","1:17:57.109","Green","Track","0.465","0.828","9.962","10.273","13.600","5.367","9.145","2.725","148.949"
"911","GTLM","Patrick Pilet","89","52.428","1:17:57.520","Green","Track","0.466","0.835","9.981","10.303","13.514","5.391","9.195","2.743","148.630"
"67","GTLM","Ryan Briscoe","89","52.717","1:17:59.010","Green","Track","0.461","0.823","9.840","10.558","13.778","5.373","9.146","2.738","150.242"
"63","GTD","Toni Vilander","84","54.942","1:18:00.148","Green","Track","0.484","0.890","10.299","10.857","14.576","5.503","9.521","2.812","143.102"
"11","GTD","Andy Lally","86","53.099","1:18:11.244","Green","Track","0.476","0.851","9.880","10.474","13.879","5.413","9.317","2.809","145.507"
"48","GTD","Corey Lewis","86","53.393","1:18:17.921","Green","Track","0.473","0.842","10.002","10.534","13.958","5.502","9.293","2.789","146.430"
"66","GTLM","Joey Hand","89","52.109","1:18:21.758","Green","Track","0.474","0.845","9.674","10.386","13.605","5.326","9.069","2.730","146.121"
"25","GTLM","Tom Blomqvist","89","53.426","1:18:24.284","Green","Track","0.451","0.812","10.238","10.552","13.770","5.602","9.269","2.732","153.573"
"76","GTD","Matt Plumb","86","54.622","1:18:25.060","Green","Track","0.492","0.875","10.221","10.804","14.468","5.583","9.372","2.807","140.775"
"57","GTD","Katherine Legge","86","54.827","1:18:25.578","Green","Track","0.474","0.850","10.668","10.957","14.027","5.532","9.475","2.844","146.121"
"33","GTD","Jeroen Bleekemolen","87","54.382","1:18:25.869","Green","Track","0.468","0.830","10.221","11.125","13.964","5.558","9.448","2.768","147.994"
"3","GTLM","Jan Magnussen","89","54.619","1:18:26.390","Green","Track","0.458","0.818","10.263","0.000","0.000","5.549","9.332","2.735","151.226"
"4","GTLM","Marcel Fassler","89","54.004","1:18:26.859","Green","Track","0.461","0.822","10.104","10.548","14.286","5.666","9.389","2.728","150.242"
"86","GTD","Mario Farnbacher","87","53.417","1:18:31.160","Green","Track","0.470","0.843","9.913","10.778","13.980","5.406","9.239","2.788","147.365"
"9","GTD","Dennis Olsen","87","53.188","1:18:31.739","Green","Track","0.472","0.845","9.888","10.514","13.900","5.491","9.295","2.783","146.740"
"12","GTD","Townsend Bell","72","53.513","1:18:34.914","Green","Track","0.475","0.847","9.925","10.519","14.112","5.495","9.343","2.797","145.813"
"73","GTD","Marco Seefried","87","53.466","1:18:40.467","Green","Track","0.474","0.848","10.014","10.725","13.893","5.442","9.290","2.780","146.121"
"96","GTD","Bill Auberlen","87","53.771","1:18:41.235","Green","Track","0.468","0.835","10.009","10.739","14.053","5.449","9.418","2.800","147.994"
"91","GTD","Matt Campbell","87","53.612","1:18:41.422","Green","Track","0.473","0.844","9.892","10.739","14.087","5.513","9.296","2.768","146.430"
"14","GTD","Jack Hawksworth","87","53.161","1:18:45.278","Green","Track","0.469","0.843","9.825","10.606","13.985","5.432","9.224","2.777","147.679"
"24","GTLM","Jesse Krohn","89","52.316","1:18:48.567","Green","Track","0.461","0.820","9.987","10.208","13.529","5.383","9.203","2.725","150.242"
"912","GTLM","Earl Bamber","90","52.321","1:18:49.430","Green","Track","0.461","0.827","9.872","10.319","13.610","5.315","9.181","2.736","150.242"
"911","GTLM","Patrick Pilet","90","52.439","1:18:49.959","Green","Track","0.464","0.839","9.924","10.372","13.534","5.348","9.214","2.744","149.270"
"67","GTLM","Ryan Briscoe","90","52.503","1:18:51.513","Green","Track","0.464","0.829","9.865","10.390","13.633","5.399","9.176","2.747","149.270"
"63","GTD","Toni Vilander","85","54.070","1:18:54.218","Green","Track","0.475","0.851","10.077","10.789","14.121","5.499","9.446","2.812","145.813"
"11","GTD","Andy Lally","87","53.251","1:19:04.495","Green","Track","0.477","0.852","9.897","10.608","13.975","5.398","9.235","2.809","145.202"
"48","GTD","Corey Lewis","87","53.533","1:19:11.454","Green","Track","0.474","0.845","10.023","10.634","13.965","5.422","9.353","2.817","146.121"
"66","GTLM","Joey Hand","90","51.832","1:19:13.590","Green","Track","0.464","0.831","9.671","10.206","13.585","5.302","9.040","2.733","149.270"
"25","GTLM","Tom Blomqvist","90","52.767","1:19:17.051","Green","Track","0.462","0.823","10.049","10.555","13.461","5.500","9.189","2.728","149.916"
"76","GTD","Matt Plumb","87","53.752","1:19:18.812","Green","Track","0.474","0.848","10.038","10.671","14.026","5.554","9.341","2.800","146.121"
"57","GTD","Katherine Legge","87","54.172","1:19:19.750","Green","Track","0.480","0.859","10.251","10.734","14.090","5.513","9.418","2.827","144.295"
"33","GTD","Jeroen Bleekemolen","88","54.224","1:19:20.093","Green","Track","0.467","0.835","10.340","10.797","13.981","5.672","9.374","2.758","148.311"
"3","GTLM","Jan Magnussen","90","53.828","1:19:20.218","Green","Track","0.461","0.821","10.124","10.742","13.989","5.659","9.310","2.722","150.242"
"86","GTD","Mario Farnbacher","88","53.170","1:19:24.330","Green","Track","0.472","0.845","9.853","10.572","13.996","5.417","9.223","2.792","146.740"
"9","GTD","Dennis Olsen","88","53.317","1:19:25.056","Green","Track","0.473","0.845","9.940","10.500","13.928","5.512","9.329","2.790","146.430"
"12","GTD","Townsend Bell","73","53.220","1:19:28.134","Green","Track","0.474","0.846","9.896","10.520","14.047","5.401","9.236","2.800","146.121"
"4","GTLM","Marcel Fassler","90","1:05.074","1:19:31.933","Green","Pit","0.460","0.819","10.303","10.727","13.767","5.748","11.685","11.565","150.568"
"73","GTD","Marco Seefried","88","53.333","1:19:33.800","Green","Track","0.473","0.846","9.972","10.674","13.869","5.422","9.288","2.789","146.430"
"96","GTD","Bill Auberlen","88","53.573","1:19:34.808","Green","Track","0.473","0.842","9.915","10.712","14.149","5.431","9.287","2.764","146.430"
"91","GTD","Matt Campbell","88","53.707","1:19:35.129","Green","Track","0.471","0.843","9.960","10.714","14.147","5.551","9.246","2.775","147.052"
"14","GTD","Jack Hawksworth","88","53.423","1:19:38.701","Green","Track","0.471","0.841","9.911","10.590","14.150","5.444","9.237","2.779","147.052"
"24","GTLM","Jesse Krohn","90","52.403","1:19:40.970","Green","Track","0.459","0.819","10.056","10.330","13.419","5.435","9.164","2.721","150.896"
"912","GTLM","Earl Bamber","91","52.412","1:19:41.842","Green","Track","0.463","0.841","9.906","10.368","13.603","5.340","9.155","2.736","149.593"
"911","GTLM","Patrick Pilet","91","52.542","1:19:42.501","Green","Track","0.464","0.833","9.922","10.415","13.546","5.331","9.278","2.753","149.270"
"67","GTLM","Ryan Briscoe","91","52.419","1:19:43.932","Green","Track","0.466","0.832","9.818","10.384","13.603","5.381","9.188","2.747","148.630"
"63","GTD","Toni Vilander","86","53.775","1:19:47.993","Green","Track","0.475","0.849","9.951","10.768","13.995","5.469","9.453","2.815","145.813"
"11","GTD","Andy Lally","88","53.407","1:19:57.902","Green","Track","0.477","0.853","9.902","10.524","13.946","5.507","9.377","2.821","145.202"
"48","GTD","Corey Lewis","88","53.449","1:20:04.903","Green","Track","0.477","0.850","10.033","10.570","13.979","5.450","9.285","2.805","145.202"
"66","GTLM","Joey Hand","91","52.066","1:20:05.656","Green","Track","0.465","0.836","9.718","10.266","13.612","5.353","9.078","2.738","148.949"
"25","GTLM","Tom Blomqvist","91","53.123","1:20:10.174","Green","Track","0.461","0.821","10.145","10.701","13.588","5.516","9.164","2.727","150.242"
"76","GTD","Matt Plumb","88","53.955","1:20:12.767","Green","Track","0.473","0.845","10.004","10.692","14.185","5.556","9.374","2.826","146.430"
"57","GTD","Katherine Legge","88","53.680","1:20:13.430","Green","Track","0.478","0.857","10.099","10.656","14.013","5.473","9.299","2.805","144.898"
"3","GTLM","Jan Magnussen","91","53.512","1:20:13.730","Green","Track","0.460","0.821","10.139","10.833","13.900","5.424","9.211","2.724","150.568"
"33","GTD","Jeroen Bleekemolen","89","54.456","1:20:14.549","Green","Track","0.467","0.846","10.523","11.000","13.915","5.518","9.413","2.774","148.311"
"86","GTD","Mario Farnbacher","89","53.141","1:20:17.471","Green","Track","0.474","0.849","9.916","10.584","13.931","5.428","9.181","2.778","146.121"
"9","GTD","Dennis Olsen","89","53.117","1:20:18.173","Green","Track","0.474","0.847","9.885","10.497","13.840","5.500","9.291","2.783","146.121"
"12","GTD","Townsend Bell","74","53.396","1:20:21.530","Green","Track","0.475","0.846","9.932","10.593","14.061","5.417","9.278","2.794","145.813"
"73","GTD","Marco Seefried","89","53.392","1:20:27.192","Green","Track","0.474","0.848","9.965","10.619","13.863","5.424","9.395","2.804","146.121"
"91","GTD","Matt Campbell","89","53.444","1:20:28.573","Green","Track","0.471","0.843","9.889","10.586","13.897","5.673","9.306","2.779","147.052"
"96","GTD","Bill Auberlen","89","54.544","1:20:29.352","Green","Track","0.469","0.835","9.874","10.661","14.077","6.094","9.731","2.803","147.679"
"14","GTD","Jack Hawksworth","89","53.585","1:20:32.286","Green","Track","0.472","0.841","9.932","10.632","14.075","5.462","9.361","2.810","146.740"
"24","GTLM","Jesse Krohn","91","52.556","1:20:33.526","Green","Track","0.459","0.817","10.044","10.275","13.616","5.449","9.177","2.719","150.896"
"912","GTLM","Earl Bamber","92","52.160","1:20:34.002","Green","Track","0.462","0.833","9.845","10.306","13.481","5.371","9.140","2.722","149.916"
"911","GTLM","Patrick Pilet","92","51.995","1:20:34.496","Green","Track","0.465","0.828","9.915","10.288","13.391","5.332","9.066","2.710","148.949"
"63","GTD","Toni Vilander","87","53.969","1:20:41.962","Green","Track","0.476","0.849","10.047","10.769","13.961","5.526","9.514","2.827","145.507"
"11","GTD","Andy Lally","89","53.317","1:20:51.219","Green","Track","0.478","0.854","10.016","10.432","14.012","5.442","9.280","2.803","144.898"
"66","GTLM","Joey Hand","92","53.242","1:20:58.898","Green","Track","0.464","0.830","9.943","10.474","13.706","5.756","9.310","2.759","149.270"
"48","GTD","Corey Lewis","89","53.989","1:20:58.892","Green","Track","0.475","0.847","10.059","10.580","13.984","5.707","9.411","2.926","145.813"
"4","GTLM","Marcel Fassler","91","1:27.377","1:20:59.310","Green","Track","0.000","0.000","12.219","10.778","13.821","5.530","9.343","2.750","0.000"
"25","GTLM","Tom Blomqvist","92","52.651","1:21:02.825","Green","Track","0.460","0.824","10.062","10.552","13.486","5.405","9.137","2.725","150.568"
"76","GTD","Matt Plumb","89","54.204","1:21:06.971","Green","Track","0.478","0.850","10.071","10.812","14.197","5.579","9.401","2.816","144.898"
"3","GTLM","Jan Magnussen","92","53.715","1:21:07.445","Green","Track","0.460","0.821","10.200","10.567","14.112","5.596","9.229","2.730","150.568"
"57","GTD","Katherine Legge","89","54.746","1:21:08.176","Green","Track","0.475","0.850","10.082","10.700","14.725","5.648","9.437","2.829","145.813"
"33","GTD","Jeroen Bleekemolen","90","54.007","1:21:08.556","Green","Track","0.468","0.836","10.005","10.797","13.906","5.765","9.462","2.768","147.994"
"67","GTLM","Ryan Briscoe","92","1:26.643","1:21:10.575","Green","Pit","0.466","0.832","9.812","10.310","13.586","5.380","11.237","35.020","148.630"
"86","GTD","Mario Farnbacher","90","53.065","1:21:10.536","Green","Track","0.471","0.845","9.896","10.583","13.856","5.426","9.211","2.777","147.052"
"9","GTD","Dennis Olsen","90","53.338","1:21:11.511","Green","Track","0.473","0.845","9.889","10.516","14.043","5.475","9.302","2.795","146.430"
"12","GTD","Townsend Bell","75","53.205","1:21:14.735","Green","Track","0.474","0.844","9.912","10.539","14.013","5.391","9.243","2.789","146.121"
"73","GTD","Marco Seefried","90","53.435","1:21:20.627","Green","Track","0.476","0.848","10.015","10.568","13.897","5.463","9.367","2.801","145.507"
"91","GTD","Matt Campbell","90","52.644","1:21:21.217","Green","Track","0.473","0.844","9.841","10.435","13.726","5.389","9.165","2.771","146.430"
"96","GTD","Bill Auberlen","90","53.428","1:21:22.780","Green","Track","0.473","0.843","10.017","10.577","13.980","5.462","9.303","2.773","146.430"
"14","GTD","Jack Hawksworth","90","53.601","1:21:25.887","Green","Track","0.474","0.847","10.032","10.603","14.020","5.480","9.347","2.798","146.121"
"24","GTLM","Jesse Krohn","92","52.875","1:21:26.401","Green","Track","0.458","0.817","10.097","10.365","13.656","5.481","9.274","2.727","151.226"
"912","GTLM","Earl Bamber","93","52.573","1:21:26.575","Green","Track","0.460","0.826","9.941","10.397","13.586","5.425","9.228","2.710","150.568"
"911","GTLM","Patrick Pilet","93","52.410","1:21:26.906","Green","Track","0.459","0.824","9.971","10.264","13.496","5.437","9.242","2.717","150.896"
"63","GTD","Toni Vilander","88","53.655","1:21:35.617","Green","Track","0.478","0.854","9.977","10.705","13.883","5.530","9.421","2.807","144.898"
"11","GTD","Andy Lally","90","53.263","1:21:44.482","Green","Track","0.476","0.850","9.964","10.540","13.971","5.405","9.253","2.804","145.507"
"66","GTLM","Joey Hand","93","51.969","1:21:50.867","Green","Track","0.465","0.833","9.882","10.294","13.515","5.260","8.990","2.730","148.949"
"4","GTLM","Marcel Fassler","92","53.625","1:21:52.935","Green","Track","0.466","0.830","10.432","0.000","0.000","5.432","9.266","2.761","148.630"
"48","GTD","Corey Lewis","90","55.163","1:21:54.055","Green","Track","0.511","0.912","10.993","10.793","14.135","5.572","9.444","2.803","135.541"
"25","GTLM","Tom Blomqvist","93","52.758","1:21:55.583","Green","Track","0.460","0.819","10.071","10.619","13.465","5.465","9.146","2.713","150.568"
"3","GTLM","Jan Magnussen","93","53.712","1:22:01.157","Green","Track","0.460","0.822","10.150","10.635","14.170","5.446","9.285","2.744","150.568"
"76","GTD","Matt Plumb","90","55.122","1:22:02.093","Green","Track","0.476","0.850","10.191","10.869","14.879","5.601","9.436","2.820","145.507"
"57","GTD","Katherine Legge","90","54.347","1:22:02.523","Green","Track","0.477","0.855","10.037","10.714","14.138","5.700","9.593","2.833","145.202"
"33","GTD","Jeroen Bleekemolen","91","54.306","1:22:02.862","Green","Track","0.468","0.833","10.075","10.767","14.024","5.652","9.678","2.809","147.994"
"86","GTD","Mario Farnbacher","91","53.289","1:22:03.825","Green","Track","0.471","0.844","9.876","10.603","14.016","5.430","9.271","2.778","147.052"
"9","GTD","Dennis Olsen","91","53.285","1:22:04.796","Green","Track","0.475","0.849","9.870","10.483","14.056","5.472","9.299","2.781","145.813"
"12","GTD","Townsend Bell","76","54.196","1:22:08.931","Green","Track","0.472","0.843","9.838","10.507","14.859","5.542","9.343","2.792","146.740"
"67","GTLM","Richard Westbrook","93","1:01.678","1:22:12.253","Green","Track","0.000","0.000","12.871","10.792","14.070","5.467","9.216","2.770","0.000"
"73","GTD","Marco Seefried","91","54.141","1:22:14.768","Green","Track","0.475","0.849","10.094","10.633","14.408","5.520","9.371","2.791","145.813"
"91","GTD","Matt Campbell","91","53.804","1:22:15.021","Green","Track","0.472","0.844","9.894","10.567","14.348","5.526","9.352","2.801","146.740"
"96","GTD","Bill Auberlen","91","53.254","1:22:16.034","Green","Track","0.471","0.840","9.919","10.573","13.915","5.431","9.331","2.774","147.052"
"14","GTD","Jack Hawksworth","91","53.367","1:22:19.254","Green","Track","0.472","0.845","9.916","10.607","14.085","5.455","9.214","2.773","146.740"
"24","GTLM","Jesse Krohn","93","53.371","1:22:19.772","Green","Track","0.460","0.818","10.185","10.521","13.651","5.673","9.342","2.721","150.568"
"912","GTLM","Earl Bamber","94","53.321","1:22:19.896","Green","Track","0.459","0.816","10.192","10.563","13.758","5.478","9.346","2.709","150.896"
"911","GTLM","Patrick Pilet","94","53.248","1:22:20.154","Green","Track","0.459","0.819","10.034","10.637","13.741","5.555","9.301","2.702","150.896"
"63","GTD","Toni Vilander","89","53.862","1:22:29.479","Green","Track","0.475","0.847","10.013","10.702","14.167","5.462","9.393","2.803","145.813"
"11","GTD","Andy Lally","91","53.276","1:22:37.758","Green","Track","0.476","0.849","9.890","10.484","13.955","5.478","9.329","2.815","145.507"
"66","GTLM","Joey Hand","94","51.681","1:22:42.548","Green","Track","0.464","0.829","9.684","10.077","13.483","5.332","9.074","2.738","149.270"
"4","GTLM","Marcel Fassler","93","52.031","1:22:44.966","Green","Track","0.467","0.834","9.739","10.350","13.521","5.313","9.072","2.735","148.311"
"48","GTD","Corey Lewis","91","53.730","1:22:47.785","Green","Track","0.474","0.844","9.985","10.629","14.086","5.563","9.355","2.794","146.121"
"25","GTLM","Tom Blomqvist","94","52.669","1:22:48.252","Green","Track","0.458","0.815","10.012","10.444","13.530","5.434","9.240","2.736","151.226"
"3","GTLM","Jan Magnussen","94","53.037","1:22:54.194","Green","Track","0.463","0.825","10.091","10.501","13.702","5.455","9.247","2.753","149.593"
"76","GTD","Matt Plumb","91","54.203","1:22:56.296","Green","Track","0.477","0.850","10.064","10.873","14.210","5.528","9.387","2.814","145.202"
"57","GTD","Katherine Legge","91","54.230","1:22:56.753","Green","Track","0.477","0.854","10.179","10.713","14.153","5.573","9.465","2.816","145.202"
"33","GTD","Jeroen Bleekemolen","92","54.273","1:22:57.135","Green","Track","0.475","0.843","10.196","10.859","13.979","5.602","9.513","2.806","145.813"
"86","GTD","Mario Farnbacher","92","53.638","1:22:57.463","Green","Track","0.471","0.842","9.906","10.667","14.087","5.540","9.337","2.788","147.052"
"9","GTD","Dennis Olsen","92","53.291","1:22:58.087","Green","Track","0.472","0.843","9.876","10.494","13.986","5.500","9.330","2.790","146.740"
"12","GTD","Townsend Bell","77","53.442","1:23:02.373","Green","Track","0.473","0.843","10.005","10.599","14.083","5.378","9.273","2.788","146.430"
"67","GTLM","Richard Westbrook","94","52.170","1:23:04.423","Green","Track","0.472","0.843","9.727","10.280","13.729","5.330","9.048","2.741","146.740"
"73","GTD","Marco Seefried","92","53.784","1:23:08.552","Green","Track","0.474","0.845","10.030","10.728","14.095","5.485","9.339","2.788","146.121"
"91","GTD","Matt Campbell","92","53.849","1:23:08.870","Green","Track","0.475","0.848","10.014","10.703","14.015","5.642","9.368","2.784","145.813"
"96","GTD","Bill Auberlen","92","53.529","1:23:09.563","Green","Track","0.470","0.838","9.904","10.594","14.087","5.454","9.401","2.781","147.365"
"14","GTD","Jack Hawksworth","92","53.353","1:23:12.607","Green","Track","0.470","0.840","9.942","10.633","13.967","5.438","9.268","2.795","147.365"
"24","GTLM","Jesse Krohn","94","53.448","1:23:13.220","Green","Track","0.458","0.815","10.276","10.607","13.690","5.514","9.356","2.732","151.226"
"912","GTLM","Earl Bamber","95","53.505","1:23:13.401","Green","Track","0.457","0.814","10.287","10.642","13.822","5.460","9.305","2.718","151.557"
"911","GTLM","Patrick Pilet","95","53.537","1:23:13.691","Green","Track","0.457","0.816","10.229","10.807","13.783","5.445","9.283","2.717","151.557"
"63","GTD","Toni Vilander","90","53.636","1:23:23.115","Green","Track","0.474","0.846","9.966","10.625","13.866","5.513","9.516","2.830","146.121"
"11","GTD","Andy Lally","92","53.437","1:23:31.195","Green","Track","0.477","0.853","10.001","10.639","13.912","5.454","9.291","2.810","145.202"
